id," name"," address"," zip_code"," city"," state",Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country
304," Pagoda Restaurant"," 431 N Santa Claus Lane"," "," North Pole"," AK",64.757043,-147.352514,1,range_interpolation,431,"N Santa Claus Ln","North Pole",AK,"Fairbanks North Star Borough",99705,US
305," Poke Stop"," 1840 Meheula Pkwy"," "," Mililani Town"," HI",21.466344,-158.002846,1,range_interpolation,1840,"Meheula Pkwy",Mililani,HI,"Honolulu County",96789,US
306," Hanks Haute Dogs"," 324 Coral St"," "," Honolulu"," HI",21.297647,-157.861448,1,range_interpolation,324,"Coral St",Honolulu,HI,"Honolulu County",96813,US
307," Jakes Good Eats"," 12721 Albemarle Rd"," "," Charlotte"," NC",35.223345,-80.639963,1,range_interpolation,12721,"Albemarle Rd",Charlotte,NC,"Mecklenburg County",28227,US
308," Nico's Pier 38"," 1133 N. Nimitz Hwy"," 96817"," Honolulu"," HI",21.318226,-157.876088,1,range_interpolation,1133,"N Nimitz Hwy",Honolulu,HI,"Honolulu County",96817,US
309," Rainbow Drive-In"," 3308 Kanaina Ave"," "," Honolulu"," HI",21.275838,-157.814816,1,range_interpolation,3308,"Kanaina Ave",Honolulu,HI,"Honolulu County",96815,US
310," Honkytonk BBQ"," 1213 W 18th Street"," "," Chicago"," IL",41.857792,-87.656956,1,range_interpolation,1213,"W 18th St",Chicago,IL,"Cook County",60608,US
311," ParkView Nite Club"," 1261 West 58th Street"," "," Cleveland"," OH",41.488887,-81.726312,1,range_interpolation,1261,"W 58th St",Cleveland,OH,"Cuyahoga County",44102,US
312," Santa Cruz Diner"," 909 Ocean Street"," 95060"," Santa Cruz"," CA",36.980316,-122.021689,1,range_interpolation,909,"Ocean St","Santa Cruz",CA,"Santa Cruz County",95060,US
313," The Little Depot Diner"," 1 Railroad Avenue"," 01961"," Peabody"," MA",42.526648,-70.927191,1,range_interpolation,1,"Railroad Ave",Peabody,MA,"Essex County",01960,US
314," Silver Gulch Restaurant"," 2195 Old Steese Hwy N"," 99712"," Fox"," AK",64.957702,-147.62081,1,range_interpolation,2195,"Old Steese Hwy N",Fairbanks,AK,"Fairbanks North Star Borough",99712,US
315," The Cookie Jar"," 1006 Cadillac Ct"," 99701"," Fairbanks"," AK",64.854967,-147.745402,1,range_interpolation,1006,"Cadillac Ct",Fairbanks,AK,"Fairbanks North Star Borough",99701,US
316," Tee Off Bar and Grill"," 3129 Clement Street"," 94121"," San Francisco"," CA",37.7814,-122.492934,1,rooftop,3129,"Clement St","San Francisco",CA,"San Francisco County",94121,US
317," Country Cafe"," 235 North Santa Claus Lane"," 99705"," North Pole"," AK",64.756372,-147.352951,1,range_interpolation,235,"N Santa Claus Ln","North Pole",AK,"Fairbanks North Star Borough",99705,US
318," Elf's Den Restaurant Lounge"," Mi 14 Richardson Hwy"," 99705"," North Pole"," AK",64.780765,-147.207748,1,place,,,"North Pole",AK,"Fairbanks North Star Borough",99705,US
319," Cabo Fish Taco"," 3201 N Davidson Street"," 28205"," Charlotte"," NC",35.247136,-80.805776,1,range_interpolation,3201,"N Davidson St",Charlotte,NC,"Mecklenburg County",28205,US
320," Dish"," 1220 Thomas Ave"," 28205"," Charlotte"," NC",35.219073,-80.81205,1,range_interpolation,1220,"Thomas Ave",Charlotte,NC,"Mecklenburg County",28205,US
321," Farmer's Shed"," 2514 Augusta Hwy"," 29072"," Lexington"," SC",33.979127,-81.312446,1,range_interpolation,2514,"Augusta Hwy",Lexington,SC,"Lexington County",29072,US
322," Landmark Restaurant Diner"," 4429 Central Ave"," 28205"," Charlotte"," NC",35.214048,-80.770935,1,range_interpolation,4429,"Central Ave",Charlotte,NC,"Mecklenburg County",28205,US
323," Taste of Peru"," 6545 N Clark Street"," 60626"," Chicago"," IL",42.000736,-87.671348,1,range_interpolation,6545,"N Clark St",Chicago,IL,"Cook County",60626,US
324," South 21 Drive-In"," 3101 E Independence Blvd"," 28205"," Charlotte"," NC",35.203268,-80.791063,1,range_interpolation,3101,"E Independence Blvd",Charlotte,NC,"Mecklenburg County",28205,US
325," Pawley's Front Porch"," 827 Harden Street"," 29205"," Columbia"," SC",34.000599,-81.016839,1,range_interpolation,827,"Harden St",Columbia,SC,"Richland County",29205,US
326," Napa Rose"," 1600 Disneyland Drive"," 92802"," Anaheim"," CA",33.815002,-117.923755,1,range_interpolation,1600,"Disneyland Dr",Anaheim,CA,"Orange County",92802,US
327," Schellville Grill"," 22900 Broadway"," 95476"," Sonoma"," CA",38.245413,-122.449271,1,range_interpolation,22900,Broadway,Sonoma,CA,"Sonoma County",95476,US
328," Louis' Basque Corner"," 301 E. 4th Street"," 89512"," Reno"," NV",39.529105,-119.817462,0.7,range_interpolation,301,"Us Hwy 40",Reno,NV,"Washoe County",89501,US
329," Gold 'N Silver Inn"," 790 W 4th Street"," 89503"," Reno"," NV",39.52766,-119.824753,1,range_interpolation,790,"W 4th St",Reno,NV,"Washoe County",89503,US
330," Cafe Citti"," 9047 Sonoma Hwy"," 95452"," Kenwood"," CA",38.417095,-122.549329,0.8,range_interpolation,9047,"Sonoma Hwy",Kenwood,CA,"Sonoma County",95452,US
331," Burger Me"," 10418 Donner Pass Rd"," 96161"," Truckee"," CA",39.327306,-120.187582,1,range_interpolation,10418,"Donner Pass Rd",Truckee,CA,"Nevada County",96161,US
332," 900 Grayson"," 900 Grayson Street"," 94710"," Berkeley"," CA",37.855185,-122.293846,0.8,street_center,,"Grayson St",Berkeley,CA,"Alameda County",94710,US
333," Rick and Ann's Restaurant"," 2922 Domingo Ave"," 94705"," Berkeley"," CA",37.858882,-122.244093,1,range_interpolation,2922,"Domingo Ave",Berkeley,CA,"Alameda County",94705,US
334," Boondocks BBQ and Grill"," 4653 Ohio 60"," 43756"," McConnelsville"," OH",39.676688,-81.81256,0.33,place,,,Mcconnelsville,OH,"Morgan County",43756,US
335," 13 Gypsies"," 887 Stockton Street"," 32204"," Jacksonville"," FL",30.3151,-81.689176,1,range_interpolation,887,"Stockton St",Jacksonville,FL,"Duval County",32204,US
336," Aldo's Harbor Restaurant"," 616 Atlantic Ave"," 95062"," Santa Cruz"," CA",36.964296,-122.003651,1,range_interpolation,616,"Atlantic Ave","Santa Cruz",CA,"Santa Cruz County",95062,US
337," At Last Cafe"," 204 Orange Ave"," 90802"," Long Beach"," CA",33.768125,-118.176687,1,rooftop,204,"Orange Ave","Long Beach",CA,"Los Angeles County",90802,US
338," Blackwater Grill"," 260 Redfern Village"," 31522"," St. Simon Island"," GA",31.167189,-81.387143,0.8,range_interpolation,260,"Redfern Dr","Saint Simons Island",GA,"Glynn County",31522,US
339," Culhane's Irish Pub"," 967 Atlantic Blvd"," 32233"," Atlantic Beach"," FL",30.324488,-81.396132,0.8,street_center,,"Atlantic Blvd","Atlantic Beach",FL,"Duval County",32233,US
340," Dish Cafe and Catering"," 855 Mill Street"," 89502"," Reno"," NV",39.525728,-119.799378,1,range_interpolation,855,"Mill St",Reno,NV,"Washoe County",89502,US
341," Don Chow Tacos Food Truck"," 11500 Tennessee Ave"," 90064"," Los Angeles"," CA",34.034776,-118.442971,1,rooftop,11500,"Tennessee Ave","Los Angeles",CA,"Los Angeles County",90064,US
342," Fox Restaurant"," 3580 St Johns Ave"," 32205"," Jacksonville"," FL",30.298806,-81.72124,1,place,,,Jacksonville,FL,"Duval County",32205,US
343," Galewood Cookshack CLOSED"," 2135 N Milwaukee Ave"," 60647"," Chicago"," IL",41.920008,-87.692307,1,range_interpolation,2135,"N Milwaukee Ave",Chicago,IL,"Cook County",60647,US
344," Gloria's Cafe"," 10227 Venice Blvd"," 90034"," Los Angeles"," CA",34.021743,-118.40224,1,range_interpolation,10227,"State Rte 187","Los Angeles",CA,"Los Angeles County",90034,US
345," JAX Truckee Diner"," 10144 W River Street"," 96161"," Truckee"," CA",39.327159,-120.184823,1,range_interpolation,10144,"W River St",Truckee,CA,"Nevada County",96161,US
346," Mama Cozza's Italian Restaurant"," 2170 W Ball Road"," 92804"," Anaheim"," CA",33.817622,-117.958355,1,range_interpolation,2170,"W Ball Rd",Anaheim,CA,"Orange County",92804,US
347," Metro Diner"," 3302 Hendricks Ave"," 32207"," Jacksonville"," FL",30.291256,-81.648738,1,range_interpolation,3302,"Hendricks Ave",Jacksonville,FL,"Duval County",32207,US
348," Naglee Park Garage"," 505 E San Carlos Street"," 95112"," San Jose"," CA",37.336656,-121.876491,1,range_interpolation,505,"E San Carlos St","San Jose",CA,"Santa Clara County",95112,US
349," North End Caffe"," 3421 N Highland Ave"," 90266"," Manhattan Beach"," CA",33.899562,-118.417337,1,rooftop,3421,"Highland Ave","Manhattan Beach",CA,"Los Angeles County",90266,US
350," Paul's Coffee Shop"," 16947 Bushard Street"," 92708"," Fountain Valley"," CA",33.717354,-117.96335,1,range_interpolation,16947,"Bushard St","Fountain Valley",CA,"Orange County",92708,US
351," Rudy's Can't Fail Cafe"," 4081 Hollis Street"," 94608"," Emeryville"," CA",37.829995,-122.285625,1,range_interpolation,4081,"Hollis St",Emeryville,CA,"Alameda County",94608,US
352," Singletons Seafood Shack"," 4728 Ocean Street"," 32233"," Jacksonville"," FL",30.394654,-81.429997,1,range_interpolation,4728,"Ocean St","Atlantic Beach",FL,"Duval County",32233,US
353," Southern Soul BBQ"," 2020 Demere Road"," 31522"," St. Simon Island"," GA",31.159348,-81.387955,1,range_interpolation,2020,"Demere Rd","Saint Simons Island",GA,"Glynn County",31522,US
354," Blue Ash Chili Restaurant"," 9565 Kenwood Road"," 45242"," Blue Ash"," OH",39.231384,-84.377185,1,range_interpolation,9565,"Kenwood Rd",Cincinnati,OH,"Hamilton County",45242,US
355," J.J. McBrewster's American Smokehouse"," 3101 Clays Mill Road"," 40503"," Lexington"," KY",38.001344,-84.545868,1,range_interpolation,3101,"Clays Mill Rd",Lexington,KY,"Fayette County",40503,US
356," Rick's White Light Diner"," 114 Bridge Street"," 40601"," Frankfort"," KY",38.195222,-84.879064,1,range_interpolation,114,"Bridge St",Frankfort,KY,"Franklin County",40601,US
357," Terry's Turf Club"," 4618 Eastern Ave"," 45226"," Cincinnati"," OH",39.118293,-84.419106,1,range_interpolation,4618,"Eastern Ave",Cincinnati,OH,"Hamilton County",45226,US
358," The Parkette Drive-in"," 1230 E. New Circle Road"," 40505"," Lexington"," KY",38.031159,-84.45294,0.9,range_interpolation,1230,"E New Circle Rd",Lexington,KY,"Fayette County",40505,US
359," Virgil's Cafe"," 710 Fairfield Ave"," 41073"," Bellevue"," KY",39.108411,-84.480483,1,range_interpolation,710,"Fairfield Ave",Bellevue,KY,"Campbell County",41073,US
360," Wallace Station"," 3854 Old Frankfort Pike"," 40383"," Versailles"," KY",38.120886,-84.693371,1,range_interpolation,3854,"Old Frankfort Pike",Versailles,KY,"Woodford County",40383,US
361," Pier 23 Cafe"," 23 Pier"," 94124"," San Francisco"," CA",37.741133,-122.376103,0.8,range_interpolation,23,Pier,"San Francisco",CA,"San Francisco County",94124,US
362," Arnold's Country Kitchen"," 605 8th Ave S"," 37203"," Nashville"," TN",36.151746,-86.779101,0.8,range_interpolation,605,"8th Ave S",Nashville,TN,"Davidson County",37203,US
363," Athens Family Restaurant"," 2526 Franklin Pike"," 37204"," Nashville"," TN",36.125035,-86.776534,1,range_interpolation,2526,"Franklin Pike",Nashville,TN,"Davidson County",37204,US
364," Bro's Cajun Cuisine"," 3214 Charlotte Ave"," 37209"," Nashville"," TN",36.153015,-86.823477,1,range_interpolation,3214,"Charlotte Ave",Nashville,TN,"Davidson County",37209,US
365," Cafe Rakka"," 71 New Shackle Island Rd"," 37075"," Hendersonville"," TN",36.306858,-86.634497,1,range_interpolation,71,"New Shackle Island Rd",Hendersonville,TN,"Sumner County",37075,US
366," Martin's BBQ Joint"," 7238 Nolensville Road"," 37135"," Nolensville"," TN",35.958908,-86.672593,1,range_interpolation,7238,"Nolensville Rd",Murfreesboro,TN,"Williamson County",37131,US
367," Savarino's Cucina"," 2121 Belcourt Ave"," 37212"," Nashville"," TN",36.136729,-86.803523,1,range_interpolation,2121,"Belcourt Ave",Nashville,TN,"Davidson County",37212,US
368," Happy Gillis Cafe and Hang Out"," 549 Gillis Street"," 64106"," Kansas City"," MO",39.109486,-94.5705,1,range_interpolation,549,"Gillis St","Kansas City",MO,"Jackson County",64106,US
369," Jamaica Way Restaurant and Catering"," 900 Rosa L Parks Blvd"," 37208"," Nashville"," TN",36.176727,-86.793848,0.8,street_center,,"8th Ave N",Nashville,TN,"Davidson County",37208,US
370," Swagger Fine Spirits and Food"," 8431 Wornall Road"," 64114"," Kansas City"," MO",38.97564,-94.594855,1,range_interpolation,8431,"Wornall Rd","Kansas City",MO,"Jackson County",64114,US
371," The Brick"," 1727 McGee Street"," 64108"," Kansas City"," MO",39.092874,-94.579921,0.9,range_interpolation,1727,"McGee St","Kansas City",MO,"Jackson County",64108,US
372," Woodyard BBQ"," 3001 Merriam Lane"," 66106"," Kansas City"," KS",39.045584,-94.662466,0.9,range_interpolation,3001,"Merriam Ln","Kansas City",KS,"Wyandotte County",66106,US
373," RJ's Bob-Be-Que"," 5835 Lamar Ave"," 66202"," Mission"," KS",39.023401,-94.65821,1,range_interpolation,5835,"Lamar Ave","Shawnee Mission",KS,"Johnson County",66202,US
374," Smokin Guns BBQ and Catering"," 1218 Swift Avenue"," 64116"," Kansas City"," MO",39.130883,-94.577576,1,range_interpolation,1218,"Swift Ave","Kansas City",MO,"Clay County",64116,US
375," Murphy's Bar and Grill"," 2 Merchant St"," 96813"," Honolulu"," HI",21.310355,-157.863677,1,range_interpolation,2,"Merchant St",Honolulu,HI,"Honolulu County",96813,US
376," Comet Ping Pong"," 5037 Connecticut Ave NW"," 20008"," Washington"," DC",38.955944,-77.069972,1,rooftop,5037,"Connecticut Ave NW",Washington,DC,"District of Columbia",20008,US
377," La Caraquena"," 300 W Broad Street"," 22046"," Falls Church"," VA",38.880014,-77.168123,1,rooftop,300,"E Broad St","Falls Church",VA,"Falls Church city",22046,US
378," Metro 29 Diner"," 4711 Lee Hwy"," 22207"," Arlington"," VA",38.907416,-77.122344,0.33,place,,,Arlington,VA,"Arlington County",22207,US
379," Oohhs and Aahhs Soul Food"," 1005 U Street NW"," 20001"," Washington"," DC",38.917207,-77.026249,1,rooftop,1005,"U St NW",Washington,DC,"District of Columbia",20001,US
380," Tortilla Cafe"," 210 7th Street SE"," 20003"," Washington"," DC",38.886966,-76.995908,1,rooftop,210,"7th St SE",Washington,DC,"District of Columbia",20003,US
381," Tune Inn"," 331 Pennsylvania Ave SE"," 20003"," Washington"," DC",38.886369,-77.00109,1,rooftop,331,"Pennsylvania Ave SE",Washington,DC,"District of Columbia",20003,US
382," Greek Corner"," 2366 Massachusetts Ave"," 02140"," Cambridge"," MA",42.396528,-71.129432,1,range_interpolation,2366,"Massachusetts Ave",Cambridge,MA,"Middlesex County",02140,US
383," Rino's Place"," 258 Saratoga Street"," 02128"," Boston"," MA",42.37806,-71.033229,1,range_interpolation,258,"Saratoga St",Boston,MA,"Suffolk County",02128,US
384," The Lobster Shanty"," 25 Front Street"," 01970"," Salem"," MA",42.52042,-70.89391,1,range_interpolation,25,"Front St",Salem,MA,"Essex County",01970,US
385," Porthole Restaurant"," 20 Custom House Wharf"," 04101"," Portland"," ME",43.656306,-70.250059,1,rooftop,20,"Custom House Wharf",Portland,ME,"Cumberland County",04101,US
386," Maine Diner"," 2265 Post Road"," 04090"," Wells"," ME",43.342523,-70.562865,1,rooftop,2265,"Post Rd",Wells,ME,"York County",04090,US
387," Bob's Clam Hut"," 315 US Route 1"," 03904"," Kittery"," ME",43.096545,-70.745798,0.8,street_center,,"State Rd",Kittery,ME,"York County",03904,US
388," Becky's Diner"," 390 Commercial Street"," 04101"," Portland"," ME",43.651031,-70.257123,1,rooftop,390,"Commercial St",Portland,ME,"Cumberland County",04101,US
389," The Blue Door Pub"," 1811 Selby Ave Street"," 55104"," St. Paul"," MN",44.946697,-93.176205,1,range_interpolation,1811,"Selby Ave","Saint Paul",MN,"Ramsey County",55104,US
390," Kramarczuk Sausage Company"," 215 E Hennepin Ave"," 55413"," Minneapolis"," MN",44.987442,-93.25755,0.8,range_interpolation,215,"E Hennepin Ave",Minneapolis,MN,"Hennepin County",55414,US
391," Gordy's Hi-Hat"," 415 Sunnyside Drive"," 55720"," Cloquet"," MN",46.74476,-92.460263,0.8,street_center,,"State Hwy 33",Cloquet,MN,"Carlton County",55720,US
392," Duluth Grill"," 118 S 27th Ave W"," 55806"," Duluth"," MN",46.76081,-92.130847,1,range_interpolation,118,"S 27th Ave W",Duluth,MN,"St. Louis County",55806,US
393," Colossal Cafe"," 1839 E 42nd Street"," 55407"," Minneapolis"," MN",44.926781,-93.246621,1,range_interpolation,1839,"E 42nd St",Minneapolis,MN,"Hennepin County",55407,US
394," At Saras Table Chester Creek Cafe"," 1902 E 8th Street"," 55812"," Duluth"," MN",46.810306,-92.08314,1,range_interpolation,1902,"E 8th St",Duluth,MN,"St. Louis County",55812,US
395," Northern Waters Smokehaus"," 394 S Lake Ave"," 55802"," Duluth"," MN",46.781902,-92.095217,1,range_interpolation,394,"S Lake Ave",Duluth,MN,"St. Louis County",55802,US
396," Anchor Bar and Grill"," 413 Tower Ave"," 54880"," Superior"," WI",46.73369,-92.104007,1,range_interpolation,413,"Tower Ave",Superior,WI,"Douglas County",54880,US
397," Corey's Catsup and Mustard"," 623 Main Street"," 06040"," Central Manchester"," CT",41.774055,-72.521484,1,range_interpolation,623,"Main St",Manchester,CT,"Hartford County",06040,US
398," General Store and Post Office Tavern CLOSED"," 6 Post Office Road"," 20910"," Silver Spring"," MD",39.015222,-77.055592,1,rooftop,6,"Post Office Rd","Silver Spring",MD,"Montgomery County",20910,US
399," 10th Ave Burrito Co"," 817 Belmar Plaza"," 07719"," Belmar"," NJ",40.180157,-74.025507,1,range_interpolation,817,"Belmar Plz",Belmar,NJ,"Monmouth County",07719,US
400," Capone's Pub and Grill"," 751 N 4th Street"," 83814"," Coeur d'Alene"," ID",47.679637,-116.781083,1,range_interpolation,751,"N 4th St","Coeur D Alene",ID,"Kootenai County",83814,US
401," Chaps Coffee Co"," 4235 S Cheney Spokane Road"," 99224"," Spokane"," WA",47.611858,-117.431127,1,range_interpolation,4235,"S Cheney Spokane Rd",Spokane,WA,"Spokane County",99224,US
402," George's Place"," 301 Beach Ave"," 08204"," Cape May"," NJ",38.981878,-74.959788,0.9,range_interpolation,301,"W Beach Dr","Cape May",NJ,"Cape May County",08204,US
403," Good Dog Bar"," 224 S 15th Street"," 19102"," Philadelphia"," PA",39.948697,-75.166266,1,range_interpolation,224,"S 15th St",Philadelphia,PA,"Philadelphia County",19102,US
404," Hills' Restaurant and Lounge"," 401 W Main Ave"," 99201"," Spokane"," WA",47.659203,-117.418034,1,range_interpolation,401,"W Main Ave",Spokane,WA,"Spokane County",99201,US
405," Honey's Sit 'n Eat"," 800 N 4th Street"," 19123"," Philadelphia"," PA",39.96482,-75.155482,0.8,street_center,,"N St",Philadelphia,PA,"Philadelphia County",19123,US
406," Jimmy's Down The Street Cafe"," 1613 E Sherman Ave"," 83814"," Coeur d'Alene"," ID",47.673177,-116.761853,0.9,range_interpolation,1613,"I- 90 Bus","Coeur D Alene",ID,"Kootenai County",83814,US
407," Memphis Taproom"," 2331 E Cumberland Street"," 19125"," Philadelphia"," PA",39.980493,-75.123266,1,range_interpolation,2331,"E Cumberland St",Philadelphia,PA,"Philadelphia County",19125,US
408," Picabu Neighborhood Bistro"," 901 W 14th Ave"," 99203"," Spokane"," WA",47.642833,-117.42441,1,range_interpolation,901,"W 14th Ave",Spokane,WA,"Spokane County",99204,US
409," Putah Creek Cafe"," 210 Railroad Ave"," 95694"," Winters"," CA",38.52171,-121.968948,1,range_interpolation,210,"Railroad Ave",Winters,CA,"Yolo County",95694,US
410," Quahog's Seafood Shack"," 206 97th Street"," 08247"," Stone Harbor"," NJ",39.053005,-74.759159,1,range_interpolation,206,"97th St","Stone Harbor",NJ,"Cape May County",08247,US
411," The Pineville Tavern"," 413 Pineville Road"," 18938"," New Hope"," PA",40.298254,-75.006299,1,range_interpolation,413,"Pineville Rd",Pineville,PA,"Bucks County",18946,US
412," Waddell's Neighborhood Pub"," 4318 S Regal Street"," 99223"," Spokane"," WA",47.61428,-117.368681,0.9,range_interpolation,4318,"S Regal St",Spokane,WA,"Spokane County",99223,US
413," Merritt Canteen"," 4355 Main Street"," 06606"," Bridgeport"," CT",41.219174,-73.216049,1,range_interpolation,4355,"Main St",Bridgeport,CT,"Fairfield County",06606,US
414," Dad's Kitchen"," 2968 Freeport Blvd"," 95818"," Sacramento"," CA",38.550996,-121.488895,1,range_interpolation,2968,"Freeport Blvd",Sacramento,CA,"Sacramento County",95818,US
415," Gatsby's Diner CLOSED"," 2598 Alta Arden Expy"," 95825"," Sacramento"," CA",38.599713,-121.401495,1,range_interpolation,2598,"Alta Arden Expy",Sacramento,CA,"Sacramento County",95825,US
416," Worth Our Weight"," 1021 Hahman Drive"," 95405"," Santa Rosa"," CA",38.441804,-122.685352,1,range_interpolation,1021,"Hahman Dr","Santa Rosa",CA,"Sonoma County",95405,US
417," L. A. Pines Cafe"," 1061 Robert Blvd"," 70458"," Slidell"," LA",30.289833,-89.770384,1,range_interpolation,1061,"Robert Blvd",Slidell,LA,"St. Tammany Parish",70458,US
418," Louie and the Red Head Lady"," 2820 East Causeway Approach"," 70448"," Mandeville"," LA",30.373031,-90.091318,1,range_interpolation,2820,"E Causeway Approach",Mandeville,LA,"St. Tammany Parish",70448,US
419," Mahonys PO Boy Shop"," 3454 Magazine Street"," 70115"," New Orleans"," LA",29.922389,-90.0901,1,range_interpolation,3454,"Magazine St","New Orleans",LA,"Orleans Parish",70115,US
420," Bens Best Kosher Deli"," 96-40 Queens Blvd."," "," Rego Park"," NY",40.729431,-73.861316,1,rooftop,96-040,"Queens Blvd","Rego Park",NY,"Queens County",11374,US
421," Hildebrandts"," 84 Hillside Ave"," 11596"," Williston Park"," NY",40.75476,-73.649063,0.8,street_center,,"Hillside Ave","Williston Park",NY,"Nassau County",11596,US
422," The Pit Stop"," 1706 Sunrise Hwy"," 11566"," Merrick"," NY",40.660489,-73.563288,1,range_interpolation,1706,"Sunrise Hwy",Merrick,NY,"Nassau County",11566,US
423," The Sparrow Tavern"," 24-01 29th Street"," 11102"," New York"," NY",40.772773,-73.916478,1,rooftop,24-001,"29th St",Astoria,NY,"Queens County",11102,US
424," Tortilleria Nixtamal"," 104-05 47th Ave"," 11368"," Corona"," NY",40.74593,-73.859272,1,rooftop,104-005,"47th Ave",Corona,NY,"Queens County",11368,US
425," Sammy's Food Services and Deli"," 3000 Elysian Fields Ave"," 70122"," New Orleans"," LA",29.988963,-90.058565,1,range_interpolation,3000,"Elysian Fields Ave","New Orleans",LA,"Orleans Parish",70122,US
426," Mulberry Italian Ristorante"," 64 Jackson Ave"," 14218"," Lackawanna"," NY",42.813106,-78.842283,1,range_interpolation,64,"Jackson Ave",Buffalo,NY,"Erie County",14218,US
427," Germaine’s Luau"," 91-119 Olai Street"," 96707"," Kapolei"," HI",21.300038,-158.096133,1,range_interpolation,119,"Olai St",Kapolei,HI,"Honolulu County",96707,US
428," Brats Brothers"," 13355 Ventura Blvd."," 91423"," Sherman Oaks"," CA",34.147044,-118.424317,1,rooftop,13355,"Ventura Blvd","Sherman Oaks",CA,"Los Angeles County",91423,US
429," Bang!"," 3472 W 32nd Ave"," 80211"," Denver"," CO",39.761978,-105.033029,1,range_interpolation,3472,"W 32nd Ave",Denver,CO,"Denver County",80211,US
430," Foolish Craig's Cafe"," 1611 Pearl Street"," 80302"," Boulder"," CO",40.019154,-105.274669,1,range_interpolation,1611,"Pearl St",Boulder,CO,"Boulder County",80302,US
431," Lauer Krauts"," 26 S 6th Ave"," 80601"," Brighton"," CO",39.986405,-104.815209,1,range_interpolation,26,"S 6th Ave",Brighton,CO,"Adams County",80601,US
432," Sam's No 3"," 1500 Curtis Street"," 80202"," Denver"," CO",39.746092,-104.996026,1,range_interpolation,1500,"Curtis St",Denver,CO,"Denver County",80205,US
433," Steuben's"," 523 E 17th Ave"," 80203"," Denver"," CO",39.743418,-104.980822,1,range_interpolation,523,"E 17th Ave",Denver,CO,"Denver County",80218,US
434," The Bagel Deli"," 6439 E Hampden Ave"," 80222"," Denver"," CO",39.653237,-104.914129,1,range_interpolation,6439,"E Hampden Ave",Denver,CO,"Denver County",80222,US
435," The Sink"," 1165 13th Street"," 80302"," Boulder"," CO",40.008181,-105.276433,1,range_interpolation,1165,"13th St",Boulder,CO,"Boulder County",80302,US
436," Tocabe"," 3536 W 44th Ave"," 80211"," Denver"," CO",39.776584,-105.033807,1,range_interpolation,3536,"W 44th Ave",Denver,CO,"Denver County",80211,US
437," Maui's Dog House"," 806 New Jersey Ave"," 08260"," Wildwood"," NJ",39.003658,-74.799131,1,range_interpolation,806,"New Jersey Ave",Wildwood,NJ,"Cape May County",08260,US
438," Meal Ticket"," 1235 San Pablo Ave"," 94706"," Albany"," CA",37.881534,-122.296445,0.8,range_interpolation,1235,"San Pablo Ave",Albany,CA,"Alameda County",94706,US
439," Catelli's Restaurant"," 21047 Geyserville Ave"," 95441"," Geyserville"," CA",38.706819,-122.904828,1,range_interpolation,21047,"Geyserville Ave",Geyserville,CA,"Sonoma County",95441,US
440," HRD Coffee Shop"," 521 3rd Street"," 94107"," San Francisco"," CA",37.781087,-122.395332,1,range_interpolation,521,"3rd St","San Francisco",CA,"San Francisco County",94107,US
441," Jimtown Store"," 6706 California 128"," 95448"," Healdsburg"," CA",38.310676,-122.493258,0.8,street_center,,"California Ct",Sonoma,CA,"Sonoma County",95476,US
442," Sunflower Caffe Espresso and Wine Bar"," 421 1st Street W"," 95476"," Sonoma"," CA",38.292405,-122.459051,1,range_interpolation,421,"1st St W",Sonoma,CA,"Sonoma County",95476,US
443," Elk Public House"," 1931 W Pacific Ave"," 99201"," Spokane"," WA",47.655403,-117.440424,1,range_interpolation,1931,"W Pacific Ave",Spokane,WA,"Spokane County",99201,US
444," QFanatic BBQ and Grill"," 180 Miller Road"," 55316"," Champlin"," MN",45.189347,-93.396594,1,range_interpolation,180,"Miller Rd",Champlin,MN,"Hennepin County",55316,US
445," The Golden Bear"," 2326 K Street"," 95816"," Sacramento"," CA",38.574289,-121.476141,1,range_interpolation,2326,"K St",Sacramento,CA,"Sacramento County",95816,US
446," 3 Sisters Cafe"," 6360 Guilford Ave"," 46220"," Indianapolis"," IN",39.871702,-86.142737,0.8,range_interpolation,6360,"Guilford Ave",Indianapolis,IN,"Marion County",46220,US
447," Sage General Store"," 2420 Jackson Avenue"," 11101"," Long Island City"," NY",40.744232,-73.949679,0.8,street_center,,"Jackson Ave","Long Island City",NY,"Queens County",11101,US
448," Jerseys Cafe"," 13710 N Meridian Street"," 46302"," Carmel"," IN",39.987708,-86.135821,1,range_interpolation,13710,"N Meridian St",Carmel,IN,"Hamilton County",46032,US
449," Katie's Restaurant"," 3701 Iberville Street"," 70119"," New Orleans"," LA",29.972733,-90.095967,1,range_interpolation,3701,"Iberville St","New Orleans",LA,"Orleans Parish",70119,US
450," Beto's on Broadway"," 8142 Broadway Street"," 78209"," San Antonio"," TX",29.510872,-98.466038,1,range_interpolation,8142,Broadway,"San Antonio",TX,"Bexar County",78209,US
451," Bun 'n' Barrel"," 1150 Austin Hwy"," 78209"," San Antonio"," TX",29.486719,-98.448361,1,range_interpolation,1150,"Austin Hwy","San Antonio",TX,"Bexar County",78209,US
452," Dough Pizzeria Napoletana"," 6989 Blanco Road"," 78213"," San Antonio"," TX",29.567964,-98.520775,1,range_interpolation,6989,"Blanco Rd","San Antonio",TX,"Bexar County",78216,US
